productSku,hostname,enable_variants,business_name,referrer,gender,item_group_id,parse_client_id,pagePath,product_type,productName,description,productCategoryLevel1,productCategoryList,testCategory,image_link,images,image_url,dimension4,dimension8,currency,store_currency,flagOutofStock,flagLive,flagExclude,SOURCE,date_added,date_modified,row_created_at,price,android_app_pagePath,ios_app_pagePath,iphone_app_store_id,iphone_app_name,android_package,android_app_name,published_at,tags,has_variants,variant_count,variant_sku,size,color,material,inventory_quantity,vendor,custom_label_2,more_info
8965766152495,www.iconicindia.com,No,iconic-india.myshopify.com,Shopify,Both,,72o3v825uL,https://www.iconicindia.com/products/true-religion-aw23-206295-opw2-white-jeans,Jeans,True Religion Womens SN Ricky Relax Straight Fit White Low Rise Jeans,,Premium Clothing for Women,"True Religion,Premium True Varsity,True Religion Women's  Clothing,Prepay 10,Tax 12%,True Religion Women's Jeans,Influencer's Pick,Jeans for Women,Premium Clothing for Women,Flat 30,True Religion AW23,Sale,Gift For Loved Ones,All Iconic Editions,Flat 50,PREEOSS10,Best Of the Season Collection","True Religion,Premium True Varsity,True Religion Women's  Clothing,Prepay 10,Tax 12%,True Religion Women's Jeans,Influencer's Pick,Jeans for Women,Premium Clothing for Women,Flat 30,True Religion AW23,Sale,Gift For Loved Ones,All Iconic Editions,Flat 50,PREEOSS10,Best Of the Season Collection",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361573025_1.jpg?v=1694333771,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361573025_2.jpg?v=1694333770,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361573025_3.jpg?v=1694333770,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361573025_5.jpg?v=1694333770,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361573025_6.jpg?v=1694333770,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361573025_7.jpg?v=1694333771,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361573025_4.jpg?v=1694596557,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/TrueReligionSizeChart_652d4909-65e0-426c-ba64-6e3dc27d2ada.jpg?v=1710752968",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361573025_1_small.jpg?v=1694333771,12599,17999.0,INR,INR,0,1,0,Shopify,2023-09-09 15:53:03 UTC,2023-09-09 15:53:03 UTC,2024-06-15 10:53:32 UTC,12599,,,,,,,2023-10-31T14:38:52+05:30,"AW23, AW23-206295-OPW2 WHITE, BCA Landing, Flat 30, Flat 50, Gift For Love Ones, Homepage 2, Jeans Women Women Bottomwear, PREEOSS10, Prepay 10, Relaxed Fit, Solid, True Religion, True Religion AW23, True Religion Women, True Religion Women Jeans, True Varsity, TRUE-RELIGION-WOMEN-JEANS-REGULAR-FIT, White, Women, Women Bottomear, Women Jeans",1,5,,,,,3,True Religion,,"{""body_html"":""""}"
9745829495087,www.iconicindia.com,No,iconic-india.myshopify.com,Shopify,Both,,72o3v825uL,https://www.iconicindia.com/products/blue-giraffe-2401-bgb-jea485a-mid-blue-jeans,Jeans,Blue Giraffe Boys Blue Solid Relaxed Fit Jeans,"Experience ultimate comfort and style with these blue jeans for boys. Crafted with a relaxed fit and mid rise, these solid patterned jeans are perfect for everyday wear. The elasticated closure ensures a secure fit, while the timeless blue color adds a touch of versatility to any outfit.",Premium Clothing for Kids,"Prepay 10,Latest,Jeans for Boys,Blue Giraffe Boys' Jeans,Tax 12%,Premium Clothing for Boys,Premium Clothing for Kids,Men's/Women's Jeans,New Arrivals,All Iconic Editions,Blue Giraffe Clothing Collection for Kids,Blue Giraffe Boys,New Arrival Boys","Prepay 10,Latest,Jeans for Boys,Blue Giraffe Boys' Jeans,Tax 12%,Premium Clothing for Boys,Premium Clothing for Kids,Men's/Women's Jeans,New Arrivals,All Iconic Editions,Blue Giraffe Clothing Collection for Kids,Blue Giraffe Boys,New Arrival Boys",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA485A_1.jpg?v=1710308430,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA485A_2.jpg?v=1710308430,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA485A_3.jpg?v=1710308430,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA485A_4.jpg?v=1710308431,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA485A_5.jpg?v=1710308431",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA485A_1_small.jpg?v=1710308430,2079,2599.0,,INR,0,1,0,Shopify,2024-03-12 11:59:55 UTC,2024-06-19 17:54:05 UTC,2024-06-19 17:54:05 UTC,2079,,,,,,,2024-03-13T15:47:57+05:30,"2401-BGB-JEA485A MID BLUE, Blue, Blue Giraffe, Blue Giraffe Boys, Blue Giraffe Boys Jeans, Boys, Boys Jeans, Description, Jeans, Kid, Kids Bottomwear, Latest, New Arrivals, New Arrivals Boys, New Arrivals Kids Bottomwear, Prepay 10, Relaxed Fit, Solid, SS24",1,8,,,,,2,Blue Giraffe,,"{""body_html"": ""<p>Experience ultimate comfort and style with these blue jeans for boys. Crafted with a relaxed fit and mid rise, these solid patterned jeans are perfect for everyday wear. The elasticated closure ensures a secure fit, while the timeless blue color adds a touch of versatility to any outfit.</p>""}"
8286329798959,www.iconicindia.com,No,iconic-india.myshopify.com,Shopify,Both,,72o3v825uL,https://www.iconicindia.com/products/iconic-2301-icm-jea6062-dark-blue-jeans,Jeans,Iconic Men Dark Blue Solid Slim Fit Jeans,"Introducing Iconic Men's Dark Blue Solid Slim Fit Jeans, made with 100% cotton for a comfortable fit. These jeans feature a classic 5-pocket design with iconic brand arcuate and logo embroidery. The slim fit design ensures a flattering silhouette, while the zip and shank button closure make them easy to wear.These Iconic Men's jeans are perfect for any occasion. They are easy to care for, with machine wash instructions for convenience. With a timeless design and superior quality, these jeans are sure to become a wardrobe staple. Get your Iconic Men's Dark Blue Solid Slim Fit Jeans today and experience the perfect combination of style and comfort.",PREEOSS10,"Summer Soiree Collection,Discount,Iconic Men's Clothing Collection,Jeans for Men,Men's/Women's Jeans,Iconic,Prepay,Gift For Loved Ones,Flat 50,Best Of the Season Collection,Influencer's Pick,Men's Bottomwear,Premium Clothing for Men,Iconic Men Jeans,Iconic AM-PM,PREEOSS10,Prepay 10,All Iconic Editions,Sale,Tax 12%","Summer Soiree Collection,Discount,Iconic Men's Clothing Collection,Jeans for Men,Men's/Women's Jeans,Iconic,Prepay,Gift For Loved Ones,Flat 50,Best Of the Season Collection,Influencer's Pick,Men's Bottomwear,Premium Clothing for Men,Iconic Men Jeans,Iconic AM-PM,PREEOSS10,Prepay 10,All Iconic Editions,Sale,Tax 12%",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/1_21cff4b9-9b0e-41ef-829a-f920fb2989a3.jpg?v=1684483914,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2_e64dc815-a2d7-48b0-8e76-ff40c25b00a0.jpg?v=1684483914,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/3_64cdfb32-7698-4add-b27e-7a085fbd6fb1.jpg?v=1684483914,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/8907361479853_4.jpg?v=1684483913,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/8907361479853_5.jpg?v=1684483910",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/1_21cff4b9-9b0e-41ef-829a-f920fb2989a3_small.jpg?v=1684483914,3499,4999.0,,INR,0,1,0,Shopify,2023-05-08 08:32:24 UTC,2024-06-19 16:59:20 UTC,2024-06-19 16:59:20 UTC,3499,,,,,,,2023-05-12T13:13:06+05:30,"2301-ICM-JEA6062 DARK BLUE, BCA Landing, Blue, Description, Discount, Flat 50, Gift For Love Ones, Homepage 2, Iconic, Iconic AM-PM, Iconic Men, Iconic Men Jeans, ICONIC-MEN-JEANS-SIZE-CHART, Jeans, Men, Men Bottomwear, Men Jeans, PREEOSS10, Prepay 10, Slim Fit, Solid, SS23, Summer Soiree",1,5,,,,,8,Iconic,,"{""body_html"": ""<p>Introducing Iconic Men's Dark Blue Solid Slim Fit Jeans, made with 100% cotton for a comfortable fit. These jeans feature a classic 5-pocket design with iconic brand arcuate and logo embroidery. The slim fit design ensures a flattering silhouette, while the zip and shank button closure make them easy to wear.<br><br>These Iconic Men's jeans are perfect for any occasion. They are easy to care for, with machine wash instructions for convenience. With a timeless design and superior quality, these jeans are sure to become a wardrobe staple. Get your Iconic Men's Dark Blue Solid Slim Fit Jeans today and experience the perfect combination of style and comfort.</p>""}"
8456091631919,www.iconicindia.com,No,iconic-india.myshopify.com,Shopify,Both,,72o3v825uL,https://www.iconicindia.com/products/true-religion-aw22-105835-1800-white-jeans,Jeans,True Religion Mens Super T Ricky Straight Fit White Mid Rise Jeans,,Tax 12%,Tax 12%,Tax 12%,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/1_25be660b-328e-4353-866c-04e70d7ce5c4.jpg?v=1687243130,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2_a9309345-b6fc-42a6-a2d8-986bce8cd92a.jpg?v=1687243129,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/TrueReligionSizeChart.jpg?v=1689936855,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/3_e705c3b0-f2b9-41be-afd4-10022d5cafd7.jpg?v=1689936855,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/4_f2b8dfb3-9099-4c71-a90c-a38f2eb60b5f.jpg?v=1689936855,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/5_d16ea0d8-3f5b-4833-87f6-d6e25f9748bc.jpg?v=1689936855,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/6_3dce723c-1199-48ee-8557-48d83196187f.jpg?v=1689936855",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/1_25be660b-328e-4353-866c-04e70d7ce5c4_small.jpg?v=1687243130,18899,26999.0,INR,INR,1,1,0,Shopify,2023-06-20 05:28:19 UTC,2023-06-20 05:28:19 UTC,2024-06-15 10:53:26 UTC,18899,,,,,,,2023-12-22T00:30:01+05:30,"AW22-105835-1800 WHITE, AW22CF, Discount, Flat 30, Flat 50, Gift For Love Ones, Homepage 2, Jeans, Men, Men Bottomwear, Men Jeans, new season, Prepay 10, Solid, Straight Fit, True Religion, True Religion Men, True Religion Men Jeans, True Religion Super T, TRUE-RELIGION-MEN-JEANS-REGULAR-FIT, White",1,6,,,,,0,True Religion,,"{""body_html"":""""}"
9135489614127,www.iconicindia.com,No,iconic-india.myshopify.com,Shopify,Both,,72o3v825uL,https://www.iconicindia.com/products/true-religion-aw23-106901-hrml-blue-jeans,Jeans,True Religion Mens Super T Ricky Straight Fit Blue Mid Rise Jeans,"Introducing the stylish blue jeans, designed with a classic straight fit and a timeless solid pattern. crafted with utmost precision, these jeans offer both comfort and style. perfect for any occasion, they are a must-have addition to your wardrobe. upgrade your fashion game with these versatile and trendy blue jeans.",Tax 12%,Tax 12%,Tax 12%,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-106901-HRML_1.jpg?v=1695886677,"https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-106901-HRML_2.jpg?v=1695886677,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-106901-HRML_3.jpg?v=1695886677,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-106901-HRML_4.jpg?v=1695886677,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-106901-HRML_5.jpg?v=1695886677,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/TrueReligionSizeChart_aeda81a6-dfe6-4234-958a-83af2c2f14b5.jpg?v=1710751511",https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-106901-HRML_1_small.jpg?v=1695886677,18899,26999.0,,INR,1,1,0,Shopify,2023-09-28 07:37:57 UTC,2024-06-20 05:16:19 UTC,2024-06-20 05:16:19 UTC,18899,,,,,,,2023-10-06T16:37:28+05:30,"AW23, AW23-106901-HRML Blue, BCA Landing, Blue, Description, Exclusive, Flat 30, Flat 50, Gift For Love Ones, Homepage 2, Jeans, Men, Men Bottomwear, Men Jeans Men Men Bottomwear, PREEOSS10, Prepay 10, Solid, Straight Fit, True Religion, True Religion Men, True Religion Men Jeans, TRUE-RELIGION-MEN-JEANS-REGULAR-FIT",1,7,,,,,1,True Religion,,"{""body_html"": ""<p>Introducing the stylish blue jeans, designed with a classic straight fit and a timeless solid pattern. crafted with utmost precision, these jeans offer both comfort and style. perfect for any occasion, they are a must-have addition to your wardrobe. upgrade your fashion game with these versatile and trendy blue jeans.</p>""}"
9557738881327,www.iconicindia.com,No,iconic-india.myshopify.com,Shopify,Both,,72o3v825uL,https://www.iconicindia.com/products/elle-2202-elw-pan1156-blue-jeans,Jeans,Elle Women Blue Solid Straight Fit Jeans,,Premium Clothing for Women,"Sale,All Iconic Editions,Flat 50,OSM,Gift For Loved Ones,Bottomwear for Women,Tax 12%,Premium Clothing for Women,Elle Women's Jeans,Straight Fit,Elle Women's Clothing Collection,Jeans for Women,Flat 40","Sale,All Iconic Editions,Flat 50,OSM,Gift For Loved Ones,Bottomwear for Women,Tax 12%,Premium Clothing for Women,Elle Women's Jeans,Straight Fit,Elle Women's Clothing Collection,Jeans for Women,Flat 40",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/1_b2a6dc4f-7668-47b4-ae55-8e9b594b6e6c.jpg?v=1702733251,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/3_dafb0860-a4bc-46c1-bfff-1a6b59740006.jpg?v=1702733254,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2_5087a7dd-0847-4876-968d-c2b29da73046.jpg?v=1702733254,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/4_afba4890-3970-4113-a073-45b83015311a.jpg?v=1702733251,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/5_46047f8f-77d2-4d6a-a5d8-291a22165bb9.jpg?v=1702733252",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/1_b2a6dc4f-7668-47b4-ae55-8e9b594b6e6c_small.jpg?v=1702733251,1900,3799.0,,INR,1,1,0,Shopify,2023-12-16 08:42:03 UTC,2024-06-19 17:43:48 UTC,2024-06-19 17:43:48 UTC,1900,,,,,,,2023-12-22T00:18:54+05:30,"2202-ELW-PAN1156 BLUE, AW22CF, Blue, Elle, Elle Women, Elle Women Jeans, Flat 40, Flat 50, Gift For Love Ones, OSM, Solid, Straight Fit, Women, Women Bottomwear, Women Jeans",1,5,,,,,0,Elle,,"{""body_html"": """"}"
8456103952687,www.iconicindia.com,No,iconic-india.myshopify.com,Shopify,Both,,72o3v825uL,https://www.iconicindia.com/products/true-religion-aw23-107043-opw-white-jeans,Jeans,True Religion Mens Super T Rocco Slim Fit White Mid Rise Jeans,,PREEOSS10,"Tax 12%,Influencer's Pick,Sale,Premium Clothing for Men,NEW10 offer collection,Gift For Loved Ones,Flat 50,All Iconic Editions,Men's/Women's Jeans,Fresh Discounts,Prepay 10,Best Of the Season Collection,Flat 30,Prepay,True Religion Men's Clothing Collection,Men's Bottomwear,Exclusive Collections,PREEOSS10,True Religion Men's Jeans,True Religion","Tax 12%,Influencer's Pick,Sale,Premium Clothing for Men,NEW10 offer collection,Gift For Loved Ones,Flat 50,All Iconic Editions,Men's/Women's Jeans,Fresh Discounts,Prepay 10,Best Of the Season Collection,Flat 30,Prepay,True Religion Men's Clothing Collection,Men's Bottomwear,Exclusive Collections,PREEOSS10,True Religion Men's Jeans,True Religion",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/1_1_8efdcc65-d384-4c25-8ceb-66003c90c17f.jpg?v=1688452683,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2_1_c1955424-74e6-488d-91f3-9caba720e626.jpg?v=1688452684,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/3_1_10243541-4104-444b-810d-b469ecf1f169.jpg?v=1688452684,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/4_1_dfa9e49d-b484-4ad1-95e3-b9da8d5c910b.jpg?v=1688452685,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/5_1_39c44dda-426a-44bb-b50b-d821157939e3.jpg?v=1688452684,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/6_1_29608e93-714d-4662-819e-dbe5942d2166.jpg?v=1688452684,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/7_1_60e11c48-d19f-4997-b44b-3b601ccd5c31.jpg?v=1688452683,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8_1_4d12d539-c254-4e23-92b2-bac415f805ac.jpg?v=1688452683,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/9_1_4af42a87-3fd7-4780-bdd4-4948d7b978d6.jpg?v=1688452683,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/TrueReligionSizeChart_ad480549-a577-4beb-8844-a7b477f094ca.jpg?v=1710751722",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/1_1_8efdcc65-d384-4c25-8ceb-66003c90c17f_small.jpg?v=1688452683,23999,29999.0,,INR,0,1,0,Shopify,2023-06-20 05:30:40 UTC,2024-06-19 17:07:33 UTC,2024-06-19 17:07:33 UTC,23999,,,,,,,2023-07-04T12:08:05+05:30,"AW23, AW23-107043-OPW WHITE, BCA Landing, Exclusive, Flat 30, Flat 50, Fresh Discounts, Gift For Love Ones, Homepage 2, Jeans, Men, Men Bottomwear, Men Jeans Men Men Bottomwear, PREEOSS10, Prepay 10, Skinny Fit, Solid, True Religion, True Religion Men, True Religion Men Jeans, TRUE-RELIGION-MEN-JEANS-REGULAR-FIT, White",1,5,,,,,2,True Religion,,"{""body_html"": """"}"
8456121155887,www.iconicindia.com,No,iconic-india.myshopify.com,Shopify,Both,,72o3v825uL,https://www.iconicindia.com/products/blue-giraffe-2201-bgb-jea426-indigo-jeans,Jeans,Blue Giraffe Boys Indigo Solid Regular Fit Jeans,,Premium Clothing for Kids,"Blue Giraffe Boys,Gift For Loved Ones,Premium Clothing for Kids,All Iconic Editions,Tax 12%,Best Of the Season Collection,Prepay 10,Sale,Discount,Jeans for Boys,Blue Giraffe Boys' Jeans,Flat 50,Premium Clothing for Boys,Blue Giraffe Clothing Collection for Kids,Men's/Women's Jeans","Blue Giraffe Boys,Gift For Loved Ones,Premium Clothing for Kids,All Iconic Editions,Tax 12%,Best Of the Season Collection,Prepay 10,Sale,Discount,Jeans for Boys,Blue Giraffe Boys' Jeans,Flat 50,Premium Clothing for Boys,Blue Giraffe Clothing Collection for Kids,Men's/Women's Jeans",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361290625_1.jpg?v=1687259315,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361290625_2.jpg?v=1687259315,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361290625_3.jpg?v=1687259315",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8907361290625_1_small.jpg?v=1687259315,1150,2299.0,,INR,0,1,0,Shopify,2023-06-20 05:33:59 UTC,2024-06-19 17:10:01 UTC,2024-06-19 17:10:01 UTC,1150,,,,,,,2023-12-22T00:28:43+05:30,"2201-BGB-JEA426 INDIGO, Blue Giraffe, Blue Giraffe Boys, Blue Giraffe Boys Jeans, BLUE-GIRAFFE-BOYS-JEANS-REGULAR-FIT, Boys, Boys Jeans, Discount, Flat 50, Gift For Love Ones, Homepage 2, Indigo, Jeans, Kid, Prepay 10, Regular Fit, Solid, SS22",1,8,,,,,1,Blue Giraffe,,"{""body_html"": """"}"
9062121931055,www.iconicindia.com,No,iconic-india.myshopify.com,Shopify,Both,,72o3v825uL,https://www.iconicindia.com/products/antony-morato-aw23-mmdt00244-fa750335-7010-w01699-blue-jeans,Jeans,Antony Morato Men Solid Skinny Fit Jeans,Jeans Mercury Super Skinny Fit In Stretch Blue Denim,PREEOSS10,"Men's/Women's Jeans,Prepay 10,PREEOSS10,Tax 12%,Antony Morato Clothing Collection for Men & Kids,Best Of the Season Collection,Premium Clothing for Men,All Iconic Editions,Antony Morato Men's Clothing Collection,Men's Bottomwear,Antony Morato Men Jeans,Flat 50,Sale,Gift For Loved Ones","Men's/Women's Jeans,Prepay 10,PREEOSS10,Tax 12%,Antony Morato Clothing Collection for Men & Kids,Best Of the Season Collection,Premium Clothing for Men,All Iconic Editions,Antony Morato Men's Clothing Collection,Men's Bottomwear,Antony Morato Men Jeans,Flat 50,Sale,Gift For Loved Ones",https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-MMDT00244-FA750335-7010-W01699_1.jpg?v=1695366028,"https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-MMDT00244-FA750335-7010-W01699_2.jpg?v=1695366028,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-MMDT00244-FA750335-7010-W01699_3.jpg?v=1695366028,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-MMDT00244-FA750335-7010-W01699_4.jpg?v=1695366028,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-MMDT00244-FA750335-7010-W01699_5.jpg?v=1695366028,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-MMDT00244-FA750335-7010-W01699_6.jpg?v=1695366028",https://cdn.shopify.com/s/files/1/0670/5578/0143/products/AW23-MMDT00244-FA750335-7010-W01699_1_small.jpg?v=1695366028,8799,10999.0,,INR,0,1,0,Shopify,2023-09-22 07:00:27 UTC,2024-06-19 17:21:29 UTC,2024-06-19 17:21:29 UTC,8799,,,,,,,2023-09-25T18:34:08+05:30,"Antony Morato, Antony Morato Men, Antony Morato Men Jeans, ANTONY-MORATO-MEN-JEANS-SLIM-FIT, AW23, AW23-MMDT00244-FA750335-7010-W01699 Blue, Blue, Flat 50, Gift For Love Ones, Homepage 2, Jeans, Men, Men Bottomwear, Men Jeans Men Men Bottomwear, PREEOSS10, Prepay 10, Skinny Fit, Solid",1,5,,,,,12,Antony Morato,,"{""body_html"": ""<p>Jeans Mercury Super Skinny Fit In Stretch Blue Denim</p>""}"
9745829921071,www.iconicindia.com,No,iconic-india.myshopify.com,Shopify,Both,,72o3v825uL,https://www.iconicindia.com/products/blue-giraffe-2401-bgb-jea492-light-blue-jeans,Jeans,Blue Giraffe Boys Blue Solid Straight Fit Jeans,"Unleash their inner cool with these timeless blue jeans. Designed with a straight fit and mid rise, these solid patterned jeans are perfect for any occasion. Featuring a classic button and zip closure, they offer both style and comfort for boys who are always on the move.",Premium Clothing for Kids,"Men's/Women's Jeans,Blue Giraffe Boys,Straight Fit,Premium Clothing for Kids,Tax 12%,Latest,All Iconic Editions,Prepay 10,Blue Giraffe Clothing Collection for Kids,New Arrivals,Blue Giraffe Boys' Jeans,New Arrival Boys,Premium Clothing for Boys,Jeans for Boys","Men's/Women's Jeans,Blue Giraffe Boys,Straight Fit,Premium Clothing for Kids,Tax 12%,Latest,All Iconic Editions,Prepay 10,Blue Giraffe Clothing Collection for Kids,New Arrivals,Blue Giraffe Boys' Jeans,New Arrival Boys,Premium Clothing for Boys,Jeans for Boys",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA492_1.jpg?v=1710308695,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA492_2.jpg?v=1710308695,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA492_3.jpg?v=1710308695,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA492_4.jpg?v=1710308694,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA492_5.jpg?v=1710308694,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA492_6.jpg?v=1710308695,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA492_7.jpg?v=1710308695",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2401-BGB-JEA492_1_small.jpg?v=1710308695,2599,,,INR,0,1,0,Shopify,2024-03-12 12:00:03 UTC,2024-06-19 09:37:00 UTC,2024-06-19 09:37:00 UTC,2599,,,,,,,2024-03-13T15:47:55+05:30,"2401-BGB-JEA492 LIGHT BLUE, Blue, Blue Giraffe, Blue Giraffe Boys, Blue Giraffe Boys Jeans, Boys, Boys Jeans, Description, Jeans, Kid, Kids Bottomwear, Latest, New Arrivals, New Arrivals Boys, New Arrivals Kids Bottomwear, Prepay 10, Solid, SS24, Straight Fit",1,8,,,,,4,Blue Giraffe,,"{""body_html"": ""<p>Unleash their inner cool with these timeless blue jeans. Designed with a straight fit and mid rise, these solid patterned jeans are perfect for any occasion. Featuring a classic button and zip closure, they offer both style and comfort for boys who are always on the move.</p>""}"
