productSku,hostname,business_name,pagePath,product_type,productName,description,productCategoryLevel1,productCategoryList,testCategory,image_link,images,image_url,tags,more_info
9062270173487,www.iconicindia.com,iconic-india.myshopify.com,https://www.iconicindia.com/products/gant-gmw23-003000120005-black-shirt,Shirt,Gant Black Fashion Checked Regular Fit Shirt,Reg Poplin Gingham Shirt,Gant,"PREEOSS10,Gant Men's Shirts,Gant Men's Clothing Collection,Black Shirt,All Iconic Editions,Flat 30,Gant,Best Of the Season Collection,Exclusive Collections,Flat 50,Influencer's Pick,Check Shirt,Shirts for Men,Prepay 10,Gifts For Mens,Gift For Loved Ones,Homepage 1,Shirts for Men And Women,Gant AW23,Premium Clothing for Men,Tax 12%","PREEOSS10,Gant Men's Shirts,Gant Men's Clothing Collection,Black Shirt,All Iconic Editions,Flat 30,Gant,Best Of the Season Collection,Exclusive Collections,Flat 50,Influencer's Pick,Check Shirt,Shirts for Men,Prepay 10,Gifts For Mens,Gift For Loved Ones,Homepage 1,Shirts for Men And Women,Gant AW23,Premium Clothing for Men,Tax 12%",https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GMW23-003000120005_1.jpg?v=1695367362,"https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GMW23-003000120005_2.jpg?v=1695367362,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GMW23-003000120005_3.jpg?v=1695367362,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GMW23-003000120005_4.jpg?v=1695367362",https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GMW23-003000120005_1_small.jpg?v=1695367362,"AW23, BCA Landing, Black, Black Shirt, Check Shirt, Checked, Description, Exclusive, Flat 30, Flat 50, Gant, Gant AW23, Gant Men, Gant Men Shirt, GANT-MEN-SHIRT-REGULAR FIT, Gift For Love Ones, Gifts For Men, GMW23-003000120005 Black, Homepage 1, Homepage 2, Men, Men Shirt, Men Topwear Men Men Topwear, PREEOSS10, Prepay 10, Regular Fit, Shirt","{""body_html"": ""<p>Reg Poplin Gingham Shirt</p>""}"
9062271811887,www.iconicindia.com,iconic-india.myshopify.com,https://www.iconicindia.com/products/gant-gmw23-003000120301-green-shirt,Shirt,Gant Green Fashion Checked Regular Fit Shirt,Reg Poplin Gingham Shirt,Gant,"PREEOSS10,Gant Men's Shirts,Gifts For Mens,All Iconic Editions,Influencer's Pick,Homepage 1,Best Of the Season Collection,Gant Men's Clothing Collection,Check Shirt,Shirts for Men,Gift For Loved Ones,Gant AW23,Prepay 10,Tax 12%,Exclusive Collections,Flat 50,Flat 30,Shirts for Men And Women,Premium Clothing for Men,Gant","PREEOSS10,Gant Men's Shirts,Gifts For Mens,All Iconic Editions,Influencer's Pick,Homepage 1,Best Of the Season Collection,Gant Men's Clothing Collection,Check Shirt,Shirts for Men,Gift For Loved Ones,Gant AW23,Prepay 10,Tax 12%,Exclusive Collections,Flat 50,Flat 30,Shirts for Men And Women,Premium Clothing for Men,Gant",https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GMW23-003000120301_1.jpg?v=1695367373,"https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GMW23-003000120301_2.jpg?v=1695367373,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GMW23-003000120301_3.jpg?v=1695367373,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GMW23-003000120301_4.jpg?v=1695367373",https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GMW23-003000120301_1_small.jpg?v=1695367373,"AW23, BCA Landing, check shirt, Checked, Exclusive, Flat 30, Flat 50, Gant, Gant AW23, Gant Men, Gant Men Shirt, GANT-MEN-SHIRT-REGULAR FIT, Gift For Love Ones, Gifts For Men, GMW23-003000120301 Green, Green, Homepage 1, Homepage 2, Men, Men Shirt, Men Topwear Men Men Topwear, PREEOSS10, Prepay 10, Regular Fit, Shirt","{""body_html"": ""<p>Reg Poplin Gingham Shirt</p>""}"
8224912933167,www.iconicindia.com,iconic-india.myshopify.com,https://www.iconicindia.com/products/gant-gw4300211113-eggshell,Shirt,Gant Eggshell Preppy Floral Print Regular Fit Shirt,"Introducing the iconic GANT Women Off White Printed Collar Shirt, crafted from 100% cotton for a comfortable fit. Featuring an all-over Iris print, point collar, adjustable cuff, box pleat with locker loop on back, shoulder yoke and curved hem.Complete with a recycled polyester button, this shirt is perfect for any occasion. Make a statement with this iconic GANT Women Off White Printed Collar Shirt.",Gant,"Women Discounted Products,Prepay,Influencer's Pick,Summer Soiree Collection,Tax 12%,Best Of the Season Collection,Gant Women Shirt,Flat 50,Premium Clothing for Women,Sale,Discount,All Iconic Editions,Gant,Shirts for Women,Women's Gant Clothing Collection,Gift For Loved Ones,Shirts for Men And Women,Homepage 1,Prepay 10,Women's Topwear","Women Discounted Products,Prepay,Influencer's Pick,Summer Soiree Collection,Tax 12%,Best Of the Season Collection,Gant Women Shirt,Flat 50,Premium Clothing for Women,Sale,Discount,All Iconic Editions,Gant,Shirts for Women,Women's Gant Clothing Collection,Gift For Loved Ones,Shirts for Men And Women,Homepage 1,Prepay 10,Women's Topwear",https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GW4300211113_1.jpg?v=1680971859,"https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GW4300211113_2.jpg?v=1680971859,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GW4300211113_3.jpg?v=1680971859,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GW4300211113_4.jpg?v=1680971859,https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GW4300211113_5.jpg?v=1680971859",https://cdn.shopify.com/s/files/1/0670/5578/0143/products/GW4300211113_1_small.jpg?v=1680971859,"BCA Landing, Description, Discount, Flat 50, Gant, Gant Women, Gant Women Shirt, GANT-WOMEN-SHIRT-REGULAR-FIT, Gift For Love Ones, GW4300211113 EGGSHELL, Homepage 1, Homepage 2, Prepay 10, Printed, Regular Fit, Shirt, SS23, Summer Soiree, White, Women, Women Discounted Products, Women Shirt, Women Topwear","{""body_html"": ""<p>Introducing the iconic GANT Women Off White Printed Collar Shirt, crafted from 100% cotton for a comfortable fit. Featuring an all-over Iris print, point collar, adjustable cuff, box pleat with locker loop on back, shoulder yoke and curved hem.<br><br>Complete with a recycled polyester button, this shirt is perfect for any occasion. Make a statement with this iconic GANT Women Off White Printed Collar Shirt.</p>""}"
8875971182895,www.iconicindia.com,iconic-india.myshopify.com,https://www.iconicindia.com/products/gant-gmw23-003230175617-red-shirt,Shirt,Gant Red Striped Regular Fit Shirt,,Gant,"PREEOSS10,Exclusive Collections,Tax 12%,Shirts for Men And Women,Gant AW23,Premium Clothing for Men,Striped Shirt,Homepage 1,Best Of the Season Collection,Prepay 10,Gant,All Iconic Editions,Sale,Flat 40,Gifts For Mens,Influencer's Pick,Gift For Loved Ones,Flat 50,Gant Men's Shirts,Gant Men's Clothing Collection,Casual Cosmopolitan,Shirts for Men","PREEOSS10,Exclusive Collections,Tax 12%,Shirts for Men And Women,Gant AW23,Premium Clothing for Men,Striped Shirt,Homepage 1,Best Of the Season Collection,Prepay 10,Gant,All Iconic Editions,Sale,Flat 40,Gifts For Mens,Influencer's Pick,Gift For Loved Ones,Flat 50,Gant Men's Shirts,Gant Men's Clothing Collection,Casual Cosmopolitan,Shirts for Men",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/1_904363c2-ec91-4162-b78d-ef4af3499aa2.jpg?v=1692797490,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/2_27f265aa-69f3-4c93-ba24-2636e5de210b.jpg?v=1692797490,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/3_cd957484-0c3f-4337-a8b2-f656b98adcc4.jpg?v=1692797489,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/4_140eabce-1462-44fb-8248-1e28d7ce3c35.jpg?v=1692797489,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/5_735e5a89-f967-4cb4-8d45-44476281e78c.jpg?v=1692797489,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/6_c1b9a16d-84bd-4dd3-8a97-ecb746918561.jpg?v=1692797489,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/7_53f00060-3f57-49f9-b194-b97c31a4891a.jpg?v=1692797488",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/1_904363c2-ec91-4162-b78d-ef4af3499aa2_small.jpg?v=1692797490,"AW23, BCA Landing, Casual Cosmopolitan, Exclusive, Flat 40, Flat 50, Gant, Gant AW23, Gant Men, Gant Men Shirt, GANT-MEN-SHIRT-REGULAR FIT, Gift For Love Ones, Gifts For Men, GMW23-003230175617 RED, Homepage 1, Homepage 2, Men, Men Shirt, Men Topwear Men Men Topwear, PREEOSS10, Prepay 10, Red, Regular Fit, Shirt, Striped, Striped Shirt","{""body_html"": """"}"
8965754093871,www.iconicindia.com,iconic-india.myshopify.com,https://www.iconicindia.com/products/gant-gmw23-003230204409-classic-blue-shirt,Shirt,Gant Blue Checked Regular Fit Shirt,,Gant,"Best Of the Season Collection,PREEOSS10,Premium Clothing for Men,Tax 12%,Gant,Homepage 1,Gant Men's Clothing Collection,Flat 50,Gant AW23,Gant Men's Shirts,All Iconic Editions,Prepay 10,Shirts for Men,Sale,Influencer's Pick,Gifts For Mens,CWC23,Gift For Loved Ones,Flat 40,Shirts for Men And Women,Check Shirt","Best Of the Season Collection,PREEOSS10,Premium Clothing for Men,Tax 12%,Gant,Homepage 1,Gant Men's Clothing Collection,Flat 50,Gant AW23,Gant Men's Shirts,All Iconic Editions,Prepay 10,Shirts for Men,Sale,Influencer's Pick,Gifts For Mens,CWC23,Gift For Loved Ones,Flat 40,Shirts for Men And Women,Check Shirt",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241232963_1.jpg?v=1694587527,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241232963_2.jpg?v=1694587528,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241232963_3.jpg?v=1694587527,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241232963_4.jpg?v=1694587528,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241232963_5.jpg?v=1694587527,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241232963_6.jpg?v=1694587527,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241232963_7.jpg?v=1694587528",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241232963_1_small.jpg?v=1694587527,"AW23, BCA Landing, Blue, Check Shirt, Checked, CWC23, Flat 40, Flat 50, Gant, Gant AW23, Gant Men, Gant Men Shirt, GANT-MEN-SHIRT-REGULAR FIT-NEW, Gift For Love Ones, Gifts For Men, GMW23-003230204409 CLASSIC BLUE, Homepage 1, Homepage 2, Men, Men Shirt, Men Topwear Men Men Topwear, PREEOSS10, Prepay 10, Regular Fit, Shirt","{""body_html"": """"}"
8456076624175,www.iconicindia.com,iconic-india.myshopify.com,https://www.iconicindia.com/products/gant-gw4311233113-white-shirt,Shirt,Gant White Gmt Washed Oxford Regular Fit Bow Shirt,,Gant,"Discount,Gift For Loved Ones,Sale,Gant,Women Discounted Products,Tax 12%,Gant Women Shirt,Women's Gant Clothing Collection,Women's Topwear,Influencer's Pick,Best Of the Season Collection,All Iconic Editions,Shirts for Women,Flat 50,Shirts for Men And Women,Homepage 1,Prepay,Premium Clothing for Women,Prepay 10","Discount,Gift For Loved Ones,Sale,Gant,Women Discounted Products,Tax 12%,Gant Women Shirt,Women's Gant Clothing Collection,Women's Topwear,Influencer's Pick,Best Of the Season Collection,All Iconic Editions,Shirts for Women,Flat 50,Shirts for Men And Women,Homepage 1,Prepay,Premium Clothing for Women,Prepay 10",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241100873_1.jpg?v=1687242148,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241100873_2.jpg?v=1687242148,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241100873_3.jpg?v=1687242148",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241100873_1_small.jpg?v=1687242148,"BCA Landing, Discount, Flat 50, Gant, Gant Women, Gant Women Shirt, GANT-WOMEN-SHIRT-REGULAR-FIT, Gift For Love Ones, GW4311233113 WHITE, Homepage 1, Homepage 2, Prepay 10, Regular Fit, Shirt, Solid, SS22, White, Women, Women Discounted Products, Women Shirt, Women Topwear","{""body_html"":""""}"
8875971313967,www.iconicindia.com,iconic-india.myshopify.com,https://www.iconicindia.com/products/gant-gmw23-003000230254-brown-shirt,Shirt,Gant Brown Striped Regular Fit Shirt,,Gant,"All Iconic Editions,Brown Shirt Men,Striped Shirt,Shirts for Men And Women,Prepay 10,Flat 50,American Academia,Best Of the Season Collection,Exclusive Collections,Gant AW23,Gift For Loved Ones,Tax 12%,Gant Men's Clothing Collection,Gant,PREEOSS10,Shirts for Men,Flat 30,Homepage 1,Premium Clothing for Men,Influencer's Pick,Gant Men's Shirts,Gifts For Mens","All Iconic Editions,Brown Shirt Men,Striped Shirt,Shirts for Men And Women,Prepay 10,Flat 50,American Academia,Best Of the Season Collection,Exclusive Collections,Gant AW23,Gift For Loved Ones,Tax 12%,Gant Men's Clothing Collection,Gant,PREEOSS10,Shirts for Men,Flat 30,Homepage 1,Premium Clothing for Men,Influencer's Pick,Gant Men's Shirts,Gifts For Mens",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/202303-3000230-254-model-fv-1.jpg?v=1695537852,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/202303-3000230-254-crmodel-fv-1.jpg?v=1695537852,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/202303-3000230-254-look-fv-1.jpg?v=1695537852,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/202303-3000230-254-model-bv-1.jpg?v=1695537852",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/202303-3000230-254-model-fv-1_small.jpg?v=1695537852,"American Academia, AW23, BCA Landing, Brown, Brown Shirt Men, Exclusive, Flat 30, Flat 50, Gant, Gant AW23, Gant Men, Gant Men Shirt, GANT-MEN-SHIRT-REGULAR FIT, Gift For Love Ones, Gifts For Men, GMW23-003000230254 BROWN, Homepage 1, Homepage 2, Men, Men Shirt, Men Topwear Men Men Topwear, PREEOSS10, Prepay 10, Regular Fit, Shirt, Striped, Striped Shirt","{""body_html"":""""}"
9582512046383,www.iconicindia.com,iconic-india.myshopify.com,https://www.iconicindia.com/products/gant-gks24-000830423468-blue-shirt,Shirt,Gant Kids Blue Fashion Regular Fit Shirt,"Introducing our stylish blue button down shirt! Designed with full sleeves and a regular fit, this shirt is perfect for any occasion. Its solid blue color adds a touch of sophistication to your look. Crafted with high-quality fabric, this shirt guarantees comfort and durability. Upgrade your wardrobe with this must-have piece!",Gant,"Gant,Latest Topwear Collections for Boys,Gant Boys Shirt,Latest,New Arrivals,Gift For Loved Ones,All Iconic Editions,Premium Clothing for Boys,Prepay 10,New Arrival Boys,Tax 12%,Premium Clothing for Kids,Shirts for Men And Women","Gant,Latest Topwear Collections for Boys,Gant Boys Shirt,Latest,New Arrivals,Gift For Loved Ones,All Iconic Editions,Premium Clothing for Boys,Prepay 10,New Arrival Boys,Tax 12%,Premium Clothing for Kids,Shirts for Men And Women",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/202302-830423-468-crmodel-fv-1_c.jpg?v=1708001917,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/202302-830423-468-model-bv-1_a6f.jpg?v=1708001917,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/202302-830423-468-crmodel-fv-1_c_small.jpg?v=1708001917,"Blue, Boys, Boys Shirt, Description, Gant, Gant Boys, Gant Boys Shirt, Gift For Love Ones, GKS24-000830423468 BLUE, Kid, Kids Topwear, Latest, New Arrival Boys, New Arrival Kids Topwear, New Arrivals, New Arrivals Boys, New Arrivals Boys Topwear, Prepay 10, Regular Fit, Shirt, Solid, SS24-CORE","{""body_html"": ""<p>Introducing our stylish blue button down shirt! Designed with full sleeves and a regular fit, this shirt is perfect for any occasion. Its solid blue color adds a touch of sophistication to your look. Crafted with high-quality fabric, this shirt guarantees comfort and durability. Upgrade your wardrobe with this must-have piece!</p>""}"
9745834705199,www.iconicindia.com,iconic-india.myshopify.com,https://www.iconicindia.com/products/gant-gws24-004300329464-blue-shirt,Shirt,Gant Women Blue Printed Short Sleeves Shirt,"Stay cool and stylish in this relaxed fit blue shirt for women. Featuring a printed pattern, short sleeves, and a spread collar, this shirt is perfect for any casual occasion. The button closure adds a touch of sophistication to this versatile wardrobe staple.",Gant,"Gant,Latest,Women's Gant Clothing Collection,Prepay 10,Shirts for Men And Women,All Iconic Editions,Shirts for Women,Latest Collection for Women,Women's Topwear,Women's Latest Topwear Collection,Tax 12%,Gant Women Shirt,Premium Clothing for Women,New Arrivals","Gant,Latest,Women's Gant Clothing Collection,Prepay 10,Shirts for Men And Women,All Iconic Editions,Shirts for Women,Latest Collection for Women,Women's Topwear,Women's Latest Topwear Collection,Tax 12%,Gant Women Shirt,Premium Clothing for Women,New Arrivals",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/GWS24-004300329464_1.jpg?v=1710310876,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/GWS24-004300329464_2.jpg?v=1710310877,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/GWS24-004300329464_3.jpg?v=1710310876,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/GWS24-004300329464_4.jpg?v=1710310876,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/GWS24-004300329464_5.jpg?v=1710310876",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/GWS24-004300329464_1_small.jpg?v=1710310876,"Blue, Description, Gant, Gant Women, Gant Women Shirt, GWS24-004300329464 BLUE, Latest, New Arrivals, New Arrivals Women, New Arrivals Women Topwear, Prepay 10, Printed, Relaxed Fit, Shirt, SS24, Women, Women Shirt, Women Topwear","{""body_html"": ""<p>Stay cool and stylish in this relaxed fit blue shirt for women. Featuring a printed pattern, short sleeves, and a spread collar, this shirt is perfect for any casual occasion. The button closure adds a touch of sophistication to this versatile wardrobe staple.</p>""}"
8456081539375,www.iconicindia.com,iconic-india.myshopify.com,https://www.iconicindia.com/products/gant-gks930459527-purple-shirt,Shirt,Gant Kids Multi Checked Regular Fit Shirt,,Gant,"Flat 40,Premium Clothing for Kids,Gant Boys Shirt,Prepay 10,Shirts for Boys,Best Of the Season Collection,Gant Kids Collection,Prepay,Sale,Discount,All Iconic Editions,Shirts for Men And Women,Tax 12%,Gant,Gift For Loved Ones,Flat 50,Homepage 1,Premium Clothing for Boys","Flat 40,Premium Clothing for Kids,Gant Boys Shirt,Prepay 10,Shirts for Boys,Best Of the Season Collection,Gant Kids Collection,Prepay,Sale,Discount,All Iconic Editions,Shirts for Men And Women,Tax 12%,Gant,Gift For Loved Ones,Flat 50,Homepage 1,Premium Clothing for Boys",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241120574_1.jpg?v=1687250422,"https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241120574_2.jpg?v=1687250422,https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241120574_3.jpg?v=1687250422",https://cdn.shopify.com/s/files/1/0670/5578/0143/files/8905241120574_1_small.jpg?v=1687250422,"AW22, Boys, Boys Shirts, Checked, Discount, Flat 40, Flat 50, Gant, Gant Boys Shirt, Gant Kids, GANT-KIDS-SHIRT, Gift For Love Ones, GKS930459527 PURPLE, Homepage 1, Homepage 2, Kid, Prepay 10, Purple, Relaxed Fit, Shirt","{""body_html"": """"}"
